CryoSlept,NoCryoSleep,RoomService,Spa,VRDeck,TotalSpent,Europa,Earth,B,InGroup,55 Cancri e,C,S,P,E,TRAPPIST-1e,Transported
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,1
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1
0,1,0.0,454.0,0.0,908.0,0,1,0,0,0,0,1,0,0,1,0
0,1,128.0,0.0,5.0,796.0,0,1,0,0,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0
0,1,0.0,21.0,23.0,804.0,0,1,0,0,1,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0
0,1,0.0,892.0,2.0,5388.0,1,0,1,0,0,0,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1
0,1,556.0,1589.0,0.0,2165.0,0,1,0,0,0,0,1,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,0
1,0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,1,0,0,0,1
0,1,1409.0,1452.0,3782.0,7570.0,1,0,0,1,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,1,0,0,1
0,1,14.0,857.0,0.0,871.0,0,1,0,1,0,0,0,1,0,1,0
0,1,1290.0,0.0,0.0,1347.0,0,0,0,0,0,0,0,1,0,1,0
0,1,0.0,0.0,0.0,648.0,0,1,0,0,0,0,1,0,0,0,0
0,1,0.0,0.0,0.0,785.0,0,1,0,0,0,0,1,0,0,1,1
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0
0,1,613.0,0.0,0.0,635.0,0,1,0,1,1,0,0,1,0,0,0
1,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,1
1,0,0.0,0.0,0.0,0.0,0,1,0,1,1,0,0,1,0,0,1
0,1,1.0,605.0,0.0,608.0,0,1,0,1,1,0,0,1,0,0,0
0,1,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,1,0
0,1,0.0,1418.0,1239.0,3958.0,1,0,0,0,1,0,1,0,0,0,0
0,1,0.0,0.0,185.0,907.0,0,1,0,0,0,0,1,0,0,1,0
0,1,27.0,0.0,0.0,5525.0,0,1,0,1,0,0,1,0,0,1,1
0,1,880.0,0.0,0.0,880.0,0,1,0,1,1,0,1,0,0,0,0
0,1,773.0,6.0,0.0,861.0,0,0,0,1,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,1
1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,1
0,1,0.0,215.0,0.0,1618.0,0,1,0,0,0,0,0,1,1,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,0
0,1,0.0,0.0,0.0,792.0,0,1,0,1,0,0,0,1,0,1,1
0,1,2416.0,1.0,462.0,11846.0,1,0,0,0,0,1,1,0,0,1,1
0,1,0.0,864.0,33.0,907.0,0,1,0,0,0,0,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0
0,1,0.0,644.0,0.0,645.0,0,1,0,0,0,0,0,1,0,1,0
0,1,579.0,0.0,108.0,954.0,0,0,0,0,0,0,0,1,1,1,0
0,1,3.0,0.0,40.0,923.0,0,1,0,0,0,0,0,1,0,1,0
0,1,0.0,7818.0,96.0,12670.0,1,0,0,0,0,0,1,0,0,1,0
0,1,464.0,0.0,0.0,1896.0,0,0,0,0,0,0,1,0,1,1,1
0,1,0.0,94.0,0.0,753.0,0,1,0,0,1,0,0,1,0,0,1
0,1,0.0,0.0,673.0,703.0,0,1,0,0,1,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1
0,1,194.0,0.0,0.0,872.0,0,1,0,0,0,0,0,1,0,1,0
0,1,0.0,1324.0,0.0,1357.0,0,1,0,0,1,0,0,1,0,0,0
1,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,0,0,0
0,1,0.0,0.0,0.0,0.0,0,1,0,1,1,0,1,0,0,0,1
0,1,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,0,1,1
1,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,0,1,0
0,1,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,0,1,1
0,1,1773.0,0.0,3.0,1854.0,0,0,0,0,0,0,1,0,0,1,0
0,1,0.0,690.0,490.0,1580.0,0,1,0,0,0,0,0,1,1,1,1
0,1,0.0,676.0,0.0,722.0,0,1,0,0,0,0,1,0,0,1,0
0,1,0.0,59.0,4120.0,4179.0,0,1,0,0,0,0,0,1,0,1,0
0,1,768.0,1.0,0.0,788.0,0,1,0,0,0,0,0,1,1,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,1
0,1,712.0,0.0,0.0,713.0,0,1,0,0,0,0,0,1,0,1,0
0,1,0.0,287.0,781.0,1625.0,0,1,0,1,0,0,1,0,1,1,0
0,1,854.0,0.0,0.0,884.0,0,1,0,1,0,0,1,0,0,1,0
0,1,0.0,0.0,0.0,810.0,0,1,0,0,1,0,1,0,0,0,0
0,1,0.0,0.0,5.0,829.0,0,1,0,0,0,0,0,1,0,1,0
0,1,854.0,0.0,0.0,1173.0,0,0,0,0,0,0,1,0,1,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0
0,1,7.0,877.0,0.0,884.0,0,1,0,0,0,0,1,0,0,1,0
0,1,0.0,2650.0,1561.0,4762.0,1,0,0,1,0,1,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,1,0,0,1,1
0,1,828.0,47.0,1171.0,7729.0,1,0,0,1,1,1,1,0,0,0,1
1,0,0.0,0.0,0.0,0.0,0,1,0,1,0,1,1,0,0,1,1
1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1
0,1,292.0,0.0,3.0,690.0,0,1,0,1,1,0,0,1,0,0,0
1,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,1
0,1,19.0,0.0,0.0,2151.0,0,1,0,0,0,0,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1
0,1,0.0,3133.0,2447.0,7411.0,1,0,0,0,0,0,0,1,0,1,0
0,1,9.0,0.0,729.0,1817.0,0,1,0,0,0,0,1,0,0,1,0
0,1,11.0,836.0,9.0,887.0,0,1,0,0,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,1
0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0
0,1,34.0,0.0,0.0,1816.0,0,1,0,0,0,0,1,0,0,1,1
1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,1
1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,1
1,0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,1,1
0,1,112.0,0.0,606.0,1106.0,0,1,0,0,0,0,0,1,0,1,0
0,1,0.0,566.0,208.0,776.0,0,1,0,0,0,0,0,1,0,1,0
0,1,0.0,0.0,0.0,79.0,0,1,0,0,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,1,1
0,1,4.0,0.0,2757.0,2789.0,0,1,0,0,0,0,1,0,0,1,0
0,1,759.0,0.0,40.0,799.0,0,1,0,0,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1
0,1,227.0,0.0,0.0,777.0,0,1,0,0,0,0,0,1,0,1,1
0,1,0.0,0.0,372.0,876.0,0,1,0,0,1,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1
0,1,1458.0,0.0,0.0,1955.0,0,1,0,0,0,0,0,1,0,1,0
0,1,6.0,448.0,54.0,747.0,0,1,0,0,1,0,0,1,0,0,0
0,1,602.0,89.0,69.0,790.0,0,1,0,0,0,0,1,0,1,1,0
0,1,0.0,0.0,94.0,755.0,0,1,0,0,0,0,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,1,1,0
1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0
0,1,526.0,161.0,0.0,717.0,0,1,0,0,1,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,1
0,1,0.0,157.0,644.0,801.0,0,1,0,0,0,0,0,1,0,1,0
0,1,554.0,0.0,275.0,1997.0,0,0,0,0,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,1
0,1,31.0,0.0,0.0,702.0,0,1,0,0,0,0,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0
0,1,58.0,0.0,0.0,70.0,0,1,0,0,0,0,1,0,1,1,0
0,1,0.0,897.0,0.0,959.0,0,1,0,0,0,0,1,0,0,1,0
0,1,999.0,0.0,11.0,1059.0,0,0,0,0,0,0,1,0,0,1,0
0,1,139.0,567.0,0.0,706.0,0,1,0,1,0,0,1,0,0,1,0
0,1,0.0,543.0,0.0,543.0,0,1,0,1,0,0,1,0,0,1,0
0,1,0.0,94.0,364.0,908.0,0,1,0,0,0,0,0,1,0,1,0
0,1,756.0,0.0,0.0,790.0,0,1,0,0,0,0,1,0,1,1,0
1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1
0,1,0.0,3573.0,3643.0,7243.0,1,0,0,0,0,1,0,1,0,1,0
0,1,0.0,0.0,1264.0,1265.0,0,1,0,0,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,1,0,0,1,1,1,0,1,0,0,1
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0
0,1,682.0,0.0,17.0,699.0,0,1,0,0,1,0,1,0,0,0,0
0,1,2594.0,0.0,0.0,2789.0,0,1,0,0,1,0,1,0,0,0,0
0,1,552.0,0.0,1.0,775.0,0,1,0,1,0,0,0,1,0,1,0
0,1,584.0,0.0,621.0,1997.0,0,1,0,1,0,0,0,1,0,1,0
0,1,4483.0,0.0,500.0,5508.0,0,0,0,0,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,1,1
0,1,2.0,0.0,1391.0,4707.0,0,1,0,0,0,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1
0,1,64.0,660.0,0.0,724.0,0,1,0,0,0,0,1,0,0,1,0
0,1,0.0,33.0,619.0,652.0,0,1,0,0,1,0,1,0,0,0,0
0,1,148.0,808.0,0.0,990.0,0,1,0,0,0,0,1,0,1,1,0
1,0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,0,0,0,1
0,1,272.0,1064.0,418.0,1798.0,0,1,0,0,0,0,1,0,0,1,0
0,1,873.0,0.0,3.0,889.0,0,1,0,0,0,0,1,0,0,1,0
0,1,311.0,232.0,0.0,1288.0,0,0,0,1,0,0,0,1,0,1,0
0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,1
0,1,0.0,481.0,2.0,787.0,0,1,0,1,0,0,0,1,1,1,0
0,1,0.0,541.0,238.0,788.0,0,1,0,1,0,0,0,1,1,1,0
0,1,0.0,11001.0,5.0,13558.0,0,1,0,1,1,0,0,1,0,0,0
1,0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,0,0,1
0,1,36.0,381.0,803.0,3687.0,1,0,0,1,1,0,0,1,0,0,0
1,0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,1,0,0,0,1
1,0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,1,1
0,1,0.0,0.0,0.0,1154.0,0,1,0,0,0,0,1,0,0,1,0
0,1,34.0,91.0,0.0,1467.0,0,0,0,0,0,0,0,1,0,1,1
0,1,0.0,2788.0,4513.0,16060.0,1,0,0,1,1,1,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,1,0,0,1,1,1,1,0,0,0,1
0,1,0.0,656.0,0.0,711.0,0,1,0,0,0,0,1,0,0,1,0
0,1,2.0,435.0,5872.0,8453.0,1,0,1,1,1,0,1,0,0,0,0
1,0,0.0,0.0,0.0,0.0,1,0,1,1,1,0,1,0,0,0,1
0,1,75.0,211.0,506.0,809.0,0,1,0,0,1,0,0,1,0,0,0
1,0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,1,0,0,1,1,1,0,1,0,0,1
0,1,172.0,0.0,0.0,1291.0,0,1,0,0,0,0,1,0,0,1,1
0,1,0.0,285.0,1135.0,6827.0,1,0,0,0,0,1,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,1,1,0
1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,1
1,0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1
1,0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,0,1
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1
0,1,639.0,0.0,0.0,1161.0,0,0,0,0,0,0,1,0,0,1,1
0,1,1734.0,1.0,0.0,1925.0,0,0,0,0,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,1
0,1,737.0,0.0,0.0,2456.0,0,0,0,1,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,1
0,1,0.0,0.0,1425.0,2071.0,1,0,1,1,1,0,0,1,0,0,0
1,0,0.0,0.0,0.0,0.0,1,0,1,1,1,0,0,1,0,0,1
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0
0,1,0.0,35.0,349.0,685.0,0,1,0,0,0,0,0,1,1,0,1
0,1,345.0,0.0,582.0,1378.0,0,0,0,0,0,0,1,0,1,1,0
0,1,0.0,1555.0,1257.0,4421.0,1,0,1,0,0,0,0,1,0,1,0
0,1,834.0,117.0,41.0,1020.0,0,0,0,0,0,0,0,1,1,1,0
0,1,0.0,0.0,0.0,0.0,1,0,1,1,1,0,1,0,0,0,1
0,1,41.0,1899.0,43.0,3895.0,1,0,1,1,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,0
0,1,548.0,0.0,77.0,828.0,0,1,0,0,0,0,1,0,0,1,0
0,1,0.0,1402.0,1462.0,2964.0,1,0,0,1,1,0,1,0,0,0,0
0,1,0.0,2835.0,1514.0,17160.0,1,0,0,1,1,0,0,1,0,0,1
0,1,852.0,7.0,0.0,907.0,0,1,0,0,0,0,1,0,0,1,0
0,1,1663.0,2.0,12.0,1700.0,0,0,0,1,0,0,0,1,0,1,0
0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,1
0,1,1281.0,1.0,0.0,1289.0,0,0,0,1,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,1
0,1,238.0,2.0,324.0,723.0,0,1,0,0,0,0,0,1,0,1,0
0,1,0.0,0.0,0.0,1128.0,0,1,0,1,0,0,1,0,0,1,1
0,1,0.0,0.0,0.0,0.0,0,1,0,1,1,0,1,0,0,0,1
0,1,0.0,0.0,0.0,0.0,0,1,0,1,1,0,1,0,0,0,1
1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,1,1
1,0,0.0,0.0,0.0,0.0,1,0,1,1,1,0,0,1,0,0,1
1,0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,1,1
0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,1
0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,1
0,1,403.0,0.0,0.0,1325.0,0,0,0,1,0,0,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,1
0,1,0.0,2549.0,39.0,4537.0,1,0,0,0,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,1
0,1,882.0,0.0,0.0,882.0,0,1,0,1,0,0,0,1,0,1,0
0,1,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,1,0
0,1,194.0,549.0,1.0,788.0,0,1,0,0,0,0,1,0,1,1,0
1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,1
0,1,2502.0,0.0,0.0,2598.0,0,0,0,1,0,0,0,1,0,1,0
0,1,2.0,89.0,10.0,3125.0,1,0,0,0,0,0,1,0,1,1,1
1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,1
0,1,598.0,0.0,624.0,1360.0,0,0,0,1,0,0,0,1,1,1,0
0,1,145.0,0.0,74.0,784.0,0,1,0,0,0,0,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,1,0,0,1,1,1,1,0,0,0,1
1,0,0.0,0.0,0.0,0.0,1,0,0,1,1,1,1,0,0,0,1
1,0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,1,0,0,1
0,1,10.0,0.0,478.0,803.0,0,1,0,0,0,0,1,0,0,1,0
0,1,1153.0,1409.0,195.0,2757.0,0,1,0,0,0,0,1,0,0,1,0
0,1,19.0,26.0,0.0,721.0,0,1,0,0,0,0,1,0,0,1,0
0,1,496.0,0.0,254.0,786.0,0,1,0,1,0,0,0,1,1,1,0
0,1,26.0,0.0,733.0,759.0,0,1,0,1,0,0,0,1,0,1,0
0,1,98.0,641.0,0.0,785.0,0,1,0,0,0,0,0,1,0,1,0
0,1,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0
0,1,4.0,0.0,0.0,913.0,0,1,0,0,0,0,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,1,0,0,1,1,1,0,1,0,0,1
0,1,0.0,3508.0,99.0,11757.0,1,0,0,1,0,1,0,1,0,1,0
0,1,0.0,673.0,2272.0,3577.0,1,0,0,1,0,1,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,0,1,1
0,1,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,1,0
0,1,406.0,0.0,0.0,839.0,0,1,0,1,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,0,1
0,1,9.0,201.0,7.0,636.0,0,1,0,1,0,0,1,0,0,0,0
0,1,0.0,568.0,128.0,817.0,0,1,0,1,0,0,1,0,0,1,0
0,1,803.0,58.0,0.0,861.0,0,0,0,1,0,0,0,1,0,1,0
0,1,1102.0,0.0,0.0,3739.0,0,0,0,1,0,0,0,1,0,1,0
0,1,804.0,0.0,62.0,881.0,0,1,0,0,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,0,1,1
0,1,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,0,0,1
0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,1
0,1,938.0,53.0,4.0,1056.0,0,0,0,1,0,0,0,1,0,1,0
0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,1
0,1,59.0,1657.0,0.0,3362.0,0,0,0,1,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,1
0,1,995.0,0.0,687.0,2902.0,0,1,0,1,1,0,1,0,0,0,0
0,1,27.0,0.0,1318.0,2476.0,0,0,0,0,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,1
1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,1,1,0
0,1,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1,1,0,1
1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,1,1,0
1,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,1
0,1,900.0,0.0,1.0,901.0,0,1,0,1,0,0,0,1,0,1,0
0,1,10.0,73.0,0.0,900.0,0,1,0,1,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,1,0,0,1,1
1,0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,1,0,0,1,1
0,1,0.0,445.0,533.0,2451.0,1,0,1,1,1,0,1,0,0,0,1
0,1,0.0,0.0,0.0,0.0,1,0,1,1,0,0,1,0,0,1,1
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,1
0,1,0.0,0.0,218.0,822.0,0,1,0,0,0,0,0,1,0,1,0
0,1,59.0,0.0,0.0,528.0,0,1,0,0,0,0,0,1,0,0,0
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,1,1
0,1,2000.0,0.0,0.0,2000.0,0,1,0,0,1,0,1,0,0,0,0
0,1,492.0,55.0,0.0,560.0,0,1,0,0,1,0,1,0,0,0,0
0,1,0.0,3.0,0.0,878.0,0,1,0,0,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,0,1,1
0,1,0.0,0.0,1348.0,1620.0,0,1,0,1,0,0,0,1,1,1,0
0,1,232.0,0.0,5.0,716.0,0,1,0,0,0,0,0,1,0,1,0
0,1,0.0,454.0,1.0,688.0,0,1,0,0,0,0,0,1,0,0,0
1,0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,1,0,0,1
0,1,0.0,2085.0,67.0,2158.0,1,0,0,1,1,0,0,1,0,0,0
0,1,91.0,17.0,693.0,807.0,0,1,0,0,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,1
0,1,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,0
1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1
0,1,1867.0,72.0,0.0,1968.0,0,0,0,0,0,0,0,1,0,1,1
0,1,0.0,671.0,0.0,808.0,0,1,0,0,0,0,1,0,0,1,0
0,1,0.0,759.0,0.0,788.0,0,1,0,0,0,0,1,0,1,1,0
0,1,0.0,0.0,1051.0,1051.0,0,1,0,0,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0
0,1,0.0,0.0,793.0,810.0,0,1,0,0,0,0,0,1,0,1,0
0,1,122.0,739.0,0.0,867.0,0,1,0,0,0,0,1,0,0,0,0
0,1,0.0,3.0,1334.0,3710.0,1,0,0,1,0,1,1,0,0,1,1
0,1,3.0,10860.0,2564.0,15601.0,1,0,0,1,0,1,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,1,0,0,1,1
0,1,0.0,839.0,2153.0,6045.0,1,0,0,1,1,1,1,0,0,0,1
1,0,0.0,0.0,0.0,0.0,1,0,0,1,1,1,1,0,0,0,1
0,1,0.0,712.0,7041.0,9834.0,1,0,1,0,1,0,0,1,0,0,0
0,1,0.0,636.0,68.0,704.0,0,1,0,0,0,0,0,1,0,1,0
0,1,490.0,6.0,0.0,809.0,0,1,0,0,0,0,1,0,0,1,0
0,1,46.0,0.0,677.0,2717.0,0,0,0,0,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0
1,0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,0,1
0,1,0.0,0.0,32.0,702.0,0,1,0,0,0,0,1,0,0,1,1
1,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,1,0
0,1,0.0,686.0,1.0,715.0,0,1,0,0,0,0,1,0,0,1,0
0,1,366.0,132.0,0.0,2429.0,0,1,0,0,0,0,0,1,0,1,0
0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,1,1
0,1,0.0,2.0,1215.0,1217.0,0,1,0,0,0,0,0,1,0,1,0
0,1,1.0,750.0,3.0,758.0,0,1,0,1,0,0,1,0,0,1,0
1,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,0,1,1
0,1,1722.0,0.0,0.0,2663.0,0,0,0,0,1,0,0,1,0,0,0
0,1,0.0,4.0,811.0,815.0,0,1,0,0,1,0,0,1,0,0,1
1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1
1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,1,0
0,1,1874.0,0.0,0.0,2134.0,0,0,0,1,1,0,1,0,1,0,0
0,1,29.0,2838.0,0.0,2902.0,0,1,0,1,1,0,1,0,0,0,0
0,1,0.0,87.0,236.0,705.0,0,1,0,1,1,0,1,0,0,0,0
0,1,4.0,15.0,0.0,809.0,0,1,0,0,0,0,0,1,0,1,0
0,1,0.0,56.0,708.0,797.0,0,1,0,0,1,0,0,1,0,0,0
0,1,970.0,8.0,86.0,1277.0,0,1,0,0,0,0,0,1,0,0,0
0,1,0.0,0.0,1435.0,6802.0,1,0,0,0,0,1,1,0,0,1,1
0,1,3551.0,90.0,0.0,6790.0,1,0,1,0,1,0,0,1,0,0,1
0,1,0.0,1367.0,669.0,2338.0,1,0,0,0,0,0,1,0,0,1,0
